producto_id,nombre_producto,descripcion,sku,precio,cantidad_disponible,activo,catalogo_id,nombre_catalogo,marca_id,nombre_marca,linea_id,nombre_linea,categorias,proveedor_nombre,proveedor_direccion,proveedor_telefono,proveedor_email
895,Bike Helmet,Lightweight bike helmet with adjustable fit.,205b7997-4bb5-4c6b-b8c5-fc95d8800dc7,34.99,9,true,100,Electronics100,96,CARISOPRODOL and ASPIRIN,99,Accessories,Bicycles,Mybuzz,32 Dapin Hill,547-107-1454,oprobetsou@pbs.org
974,Travel Jewelry Organizer,Compact storage for your jewelry while traveling.,df74fc0c-5e5f-4acb-9f89-fcec790cd6cc,19.99,801,false,20,Games20,51,Kendall 2-in-1 Cleanser,16,Jewelry Storage,Accessories,Feedspan,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
263,Educational STEM Kit,Hands-on experience with science and engineering projects.,e863a8b0-5690-4e7a-9dd0-7bbb2788d043,35.99,178,false,21,Games21,13,Treatment Set TS351142,27,STEM Learning Toys,Toys,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
434,Flavored Popcorn Mix,Popcorn tossed with sweet or savory flavors for a tasty snack.,61b9c90e-d33f-4cbb-8f73-ea841266ba41,2.99,356,false,21,Games21,42,Clotrimazole,59,Gourmet Snacks,Food - Snacks,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
456,Creamy Coleslaw Mix,Shredded cabbage and carrots for coleslaw.,e87341c6-f145-4be6-85c2-e88410c8aaca,2.39,402,true,21,Games21,21,HZ - Tox,21,Condiments,Food - Produce,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
461,Caramel Apple Chips,Crispy apple chips drizzled with caramel for a sweet treat.,5aa09b77-7a81-4057-87bc-18b2fb081d9a,3.49,651,false,21,Games21,73,Prednisone,76,Sweet Snacks,Food - Snacks,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
502,Vanilla Pudding Mix,Instant mix for creamy vanilla pudding.,18ae97b7-9834-4efe-8271-a91ea4bbfc4a,1.29,803,true,21,Games21,65,Pantoprazole Sodium,2,Mixes,Food - Baking,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
515,Cranberry Almond Biscotti,Crispy and delicious biscotti flavored with cranberry and almond.,0d57b14f-fa1d-45ae-9e16-67ed8fe1e2d8,4.19,761,true,21,Games21,64,Naproxen Sodium,26,Cookies,Food - Bakery,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
879,Fishing Rod,Lightweight fishing rod suitable for beginners.,416ae6e2-df84-4612-b9d4-6b9c96bc6645,49.99,45,true,21,Games21,0,AURUM PLUMBUM,84,Fishing Equipment,Outdoor,Skidoo,51 Nobel Crossing,215-648-6157,mlapadular1@usnews.com
952,Athletic Jogging Jacket,Designed for comfort and performance during workouts.,b52461fe-f823-40c0-ae19-9c9456ca0669,49.99,403,false,28,Games28,41,"SATINIQUE ANTI-DANDRUFF for dry, irritated scalp",71,Activewear Jackets,Clothing - Outerwear,Feedfire,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
92,Sports Water Bottle with Infuser,Bottle that allows you to infuse your water with fruits.,4de52220-288b-40c0-8f81-62693b3e53e2,19.99,689,true,29,Games29,24,Childrens Allegra Allergy,55,Hydration Gear,Fitness,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
114,Maple Pecan Granola,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",80b3b2d0-b398-4eab-bbfc-7bced2dd349d,4.49,708,false,29,Games29,32,Cetirizine Hydrochloride,0,Granola/Cereal,Food - Breakfast,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
160,Face Mask Set,Set of five reusable fabric face masks.,4cbcc67d-7e0a-4a8c-8646-048da4e3efb8,19.99,423,true,29,Games29,14,Hydroxyzine Pamoate,92,Personal Care & Grooming,Health,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
376,Couscous Mix,"Fluffy couscous that cooks in just minutes, perfect as a side.",709843dc-f350-41c8-a3fe-59c82a7a6236,2.49,207,false,29,Games29,34,StarCap Medical Private Limited,89,Pasta & Couscous,Food - Grains,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
577,Magnetic Whiteboard,Reusable whiteboard for notes and reminders with magnetic backing.,e40c04ee-af62-4a6a-ae02-90667c84177a,34.99,287,false,29,Games29,51,Darby,63,Office Supplies,Office,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
644,Ceramic Bakeware Set,Durable ceramic bakeware for casseroles and desserts.,8fd1359b-fac3-4949-902e-dc99d684d617,49.99,206,true,29,Games29,60,rexall bismuth,42,Cookware,Kitchen,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
869,Graphic Print Leggings,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear.",85ca1946-e0d4-40e8-bc5b-c54795ed1666,29.99,554,false,29,Games29,18,Ciprofloxacin,40,Leggings,Clothing - Activewear,Buzzdog,9819 Talmadge Drive,865-475-9410,cbaldungqf@sina.com.cn
846,Jump Rope with Counter,Durable jump rope with built-in counter for workouts.,d4d5b2b3-ea40-43d2-aa2f-56eb0826d9aa,12.99,526,false,35,Games35,36,Pier 1 Imports Iced Cookie Anti-Bacterial Hand Sanitizer,16,Cardio Equipment,Fitness,Babblestorm,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
23,Lasagna Noodles,Wide pasta sheets for making lasagna.,7396415a-91ac-4785-8f56-9f0197a20093,1.89,30,false,36,Games36,65,Olanzapine,22,Pasta,Food - Pasta,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
50,Pasta Maker Machine,Manual pasta maker for creating fresh pasta at home.,e2c9080a-9188-4596-a33a-ac26aa3edd68,59.99,949,true,36,Games36,38,Old Spice,72,Cooking Appliances,Kitchen,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
220,Compact Dishwasher,Countertop dishwasher for small kitchens.,905f20c9-d4d4-4972-8259-7c5d19f30263,299.99,849,false,36,Games36,59,Bethanechol Chloride,31,Dishwashers,Home Appliances,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
223,Air Fryer,Compact air fryer for healthier cooking.,2d39a47b-0992-4acc-8684-fe030f030461,79.99,682,true,36,Games36,49,Argentum nitricum 6 Special Order,53,Small Appliances,Kitchen,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
225,Electric Fondue Pot,Set for making fondue at home.,00785bf1-9f3c-4cd0-9ca0-f0b459a7d1a7,39.99,752,false,36,Games36,43,Chewable Adult Low Dose Aspirin,47,Small Appliances,Kitchen,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
383,Sliced Strawberries,Fresh sliced strawberries for toppings or snacking,ec9429cb-301a-411e-b19b-12ca68268f14,4.99,117,false,36,Games36,40,DayTime,100,Frozen Fruits,Food - Fruits,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
472,Magnetic Spice Containers,Set of magnetic jars for convenient spice organization.,ff24e685-e83d-46ea-95a5-161592399525,24.99,309,true,36,Games36,32,SEREVENT,16,Kitchen Storage & Organization,Kitchen,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
548,Bird Feeder,Hanging bird feeder for backyard birds.,56d20c66-8c09-4b57-a43f-cfa022fde4e8,24.99,194,false,36,Games36,15,Ondansetron,51,Garden Supplies,Outdoor,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
583,Classic Black Trousers,Timeless black trousers for a smart and sophisticated look.,e553f9bd-3473-4e3a-8a03-71bbff7033d0,54.99,586,true,36,Games36,49,LANOXIN,47,Formal Pants,Clothing - Pants,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
620,Tortilla Chips,"Crispy tortilla chips, perfect for dipping.",80a5c920-1e7c-4952-a8a5-612704534665,2.99,751,false,36,Games36,17,ORTHO TRI CYCLEN Lo,19,Chips and Crisps,Food - Snacks,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
626,Breezy Off-The-Shoulder Top,A light and breezy top ideal for warm days.,8cfa4c2b-c47a-4968-b166-36e65ba95b48,34.99,427,false,36,Games36,6,Lidocaine Hydrochloride,69,Women's Tops,Clothing - Tops,Buzzshare,9988 Cascade Point,389-460-2325,rmcgeacheynh@epa.gov
881,Fitness Tracker,"Track steps, heart rate, and sleep patterns.",e3947c65-9095-403b-8183-2fd3182d2f5c,49.99,118,true,42,Games42,4,ESIKA HD COLOR HIGH DEFINITION COLOR SPF 20,57,Wearable Technology,Fitness,Devbug,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
162,Frozen Berry Medley,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",f703f384-6754-4bfe-b47c-dc877f81983c,5.49,922,true,43,Games43,20,Protopic,94,Frozen Fruits,Food - Frozen Foods,Fivespan,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
172,Cat Tree,Multi-level cat tree for climbing and scratching.,839efad7-813b-4855-8cff-7f396cc39c2e,99.99,1,false,43,Games43,89,Lamotrigine,69,Cat Furniture,Pets,Fivespan,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
652,Asian Noodle Salad Kit,A pre-packaged salad kit with noodles and Asian-style dressing.,034572aa-b813-42cc-905b-f220570367cb,4.99,449,true,43,Games43,9,Family Wellness Maximum Strength Hydrocortisone,68,Noodle Salads,Food - Salads,Fivespan,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
677,Foldable Picnic Table,Lightweight and portable picnic table for outdoor use.,9f593d58-eabb-4473-920c-a906c31f24c6,49.99,462,true,43,Games43,22,Charm-Tex,42,Outdoor Furniture,Outdoor,Fivespan,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
717,Freestanding Wine Rack,Stylish wine rack to store and display bottles.,03ede57f-14ae-4bc9-a4d1-04ec3a19978e,79.99,376,true,43,Games43,62,FIRST AID Plus More Quick n Clean Antiseptic Hand Wipe,77,Home Organization,Home,Fivespan,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
720,Lemon Herb Grilled Chicken,Tender grilled chicken marinated in lemon herbs.,d5c4e253-f7aa-4bdb-b612-5a76081c6f0e,9.99,633,true,43,Games43,45,Lip Remedy Medicinal Lip Balm,80,Marinated Poultry,Food - Meat,Fivespan,9 Lukken Parkway,792-842-2425,swhertonog@si.edu
816,Cucumber,"Fresh and crunchy cucumbers, great for salads.",7a4eb49c-cd9d-4daa-b270-d41091966205,0.99,944,true,48,Games48,70,Benzonatate,65,Fruits & Vegetables,Food - Produce,Layo,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
131,Chicken Fajita Kit,All ingredients included for delicious chicken fajitas.,53d4f100-087a-4845-81af-d0e5d38afe16,8.99,473,false,49,Games49,90,Ketoconazole,89,Meal Kits,Food - Prepared Foods,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
267,Curried Lentil Salad,"A hearty salad with lentils, veggies, and curry dressing.",89d433ca-e786-4c31-a06b-da0ab43fae0e,4.29,225,true,49,Games49,78,Choice Personal Care Theraputic Blue Ice,45,Vegetarian Salads,Food - Salads,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
311,Vegetable Medley,Mixed fresh vegetables for stir-frying or roasting.,6365e2f2-3a5f-47c3-95b2-78ca66225ce5,2.99,539,false,49,Games49,19,Octreotide Acetate,15,Mixed Vegetables,Food - Produce,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
334,Mediterranean Chickpea Bowl,"Chickpeas served with olives, feta, and hummus, a healthy meal.",2665110b-7e1f-4ddf-8d25-2164c80b8671,6.49,650,true,49,Games49,38,Phentermine Hydrochloride,46,Plant-Based Meals,Food - Prepared Foods,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
390,Smoked Salmon,"Deliciously smoked salmon, great for bagels.",f4d32d66-5ecf-487c-a233-525720a1802c,14.99,174,true,49,Games49,7,lisinopril,10,Smoked Seafood,Food - Seafood,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
416,Mango Salsa,Fresh mango salsa with a hint of lime for a zesty topping.,9a34942d-aa98-4b3a-bdf3-c67f93480675,3.49,963,true,49,Games49,1,Losartan Potassium,78,Salsas,Food - Condiments,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
453,Vegan Chocolate Cake Mix,Plant-based mix for a rich chocolate cake.,5efdb141-2d61-406b-a17b-eeb096d95624,4.29,738,false,49,Games49,94,Fexofenadine Hydrochloride,67,Mixes,Food - Baking,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
454,Chewy Granola Bars,Oats and honey bars with a chewy texture and nutty flavor.,bbc37dfa-56f9-47a0-8bb9-8ff2587638ed,3.49,321,true,49,Games49,65,SENSAI CELLULAR PERFORMANCE CREAM FOUNDATION,1,Healthy Snacks,Food - Snacks,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
598,Lemon Basil Pasta Sauce,A tangy sauce that combines lemon zest and basil for a refreshing flavor.,09e472d4-c9e7-4645-9586-4fe0d68b20e9,4.99,103,false,49,Games49,48,Daytrana,6,Pasta Sauces,Food - Sauces,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
770,Peanut Butter Banana Smoothie Mix,"Smoothie mix combining peanut butter and banana, great for a quick breakfast.",c38dcfe0-08d1-49dd-9b95-a08df9792b33,4.49,76,true,49,Games49,48,Antiperspirant,37,Smoothies,Food - Beverages,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
868,Vacuum Sealer Machine,Seal food and maintain freshness longer.,d4f45a5a-ee1b-4d64-b2a9-3e6dad7d2a20,89.99,669,false,49,Games49,67,Hydromorphone Hydrochloride,76,Food Storage Solutions,Kitchen,Avamm,0 Reindahl Avenue,800-987-0348,lchastenetmn@washingtonpost.com
708,Hot Salsa,Spicy salsa made with fresh ingredients.,92f91c01-208b-434b-b6a3-2fbd066a5307,2.29,705,false,50,Games50,40,Acetaminophen,80,Salsa/Dips,Food - Dips,JumpXS,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
56,Buffalo Cauliflower Bites,Spicy cauliflower bites for a vegetarian snack.,8d0efcd6-dacf-461c-822c-ffb478b63040,6.29,788,true,51,Games51,49,Dopamine HCl,0,Frozen Snacks,Food - Freezer,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
103,Roasted Garlic Pasta Sauce,A flavorful pasta sauce made with roasted garlic.,3d5a0d51-c151-4deb-97b9-922bd5c2f642,4.99,960,false,51,Games51,52,North Triple Antibiotic,24,Pasta Sauces,Food - Sauces,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
140,Kids Tablet,Durable tablet designed for kids with parental controls.,54cdc066-06f2-4e5d-a6a6-a46b7d98fe13,129.99,134,false,51,Games51,43,Terrestristat,3,Tablets for Kids,Electronics,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
170,Kitchen Scale,Digital scale for precise cooking measurements.,2007e8aa-fb7a-4dd0-af6f-9f4f9bd767f7,19.99,133,false,51,Games51,53,HCG Plus,49,Kitchen Gadgets,Kitchen,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
184,Incense Holder,Ceramic incense holder for a calming atmosphere.,3f07528d-652d-4eec-9d22-a203a7004934,14.99,360,false,51,Games51,68,babies r us ibuprofen,47,Decorative Wall Art & Accessories,Home,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
210,Organic Italian Seasoning,A blend of dried herbs commonly used in Italian cooking.,c8011593-2ab6-4523-998c-ef303bb96487,2.99,228,false,51,Games51,65,Antiseptic,65,Herbs and Spices,Food - Spices,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
214,Hiking Water Bottle with Filter,8oz water bottle with built-in filter for clean drinking water.,ba115dcc-4b04-456c-adfb-5a396baa179b,29.99,336,false,51,Games51,13,Loestrin 24 Fe,32,Outdoor Accessories,Outdoor,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
274,Sweet Potato and Chickpea Bowl,A nourishing bowl of sweet potatoes and chickpeas with spices.,6f2d7f3a-d544-4337-85d5-529d74a2baa8,6.49,824,true,51,Games51,54,EyS Eye Wash,5,Frozen Meals,Food - Frozen Food,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
404,Organic Baby Carrots,Fresh and crunchy baby carrots ready for snacking.,e7547b71-795e-4a09-af46-4a4248d80ee2,2.99,917,true,51,Games51,14,Nexplanon,52,Vegetables,Food - Fresh Produce,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
506,Shower Curtain Hooks,Stylish hooks to easily hang shower curtains.,5a7b8b78-af1f-4023-abbc-fc558a957ae4,12.99,350,false,51,Games51,55,CHLORDIAZEPOXIDE HYDROCHLORIDE and CLIDINIUM BROMIDE,1,Home Organization,Home,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
675,Coconut Curry Lentils,Lentils cooked in a coconut curry for a hearty meal.,fea9e7ee-45fd-4e35-bf4a-7537ca583a1e,5.79,416,false,51,Games51,87,Amantadine HCl,55,Canned Vegetarian Meals,Food - Canned Goods,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
790,Digital Camera,Compact digital camera with 20MP resolution.,8b9508ec-2475-452c-8306-edea8925c28e,299.99,794,false,51,Games51,69,pain relief,52,Cameras & Photography,Electronics,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
834,Sushi Roll Kit,All ingredients needed to make your own sushi,32d7db86-8909-4e14-9df6-eb8e8bf1d81a,9.99,154,true,51,Games51,86,METHIMAZOLE,12,Japanese Cooking Kits,Food - Cooking Kits,Aivee,1 Sage Terrace,292-493-7453,ibirchwoodjn@businessweek.com
870,Glass Water Bottle,Borosilicate glass water bottle with silicone sleeve.,0c7907b8-46b7-4c03-9955-ac239e247de9,25.99,146,true,88,Games88,43,exchange select allergy relief,17,Hydration Gear,Fitness,Vitz,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
4,Glass Water Bottle,Borosilicate glass water bottle with silicone sleeve.,41b8c842-6321-4d26-b22e-7ccbb1e8ba15,25.99,428,true,89,Games89,44,InnoPran XL,57,Hydration Gear,Fitness,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
115,Fashionable Scarves Set,Stylish scarves to accessorize any outfit.,37b924c6-313d-4b04-be2e-fcb9de59dfa2,24.99,618,false,89,Games89,100,ADVATE,26,Accessories,Clothing,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
187,DIY Lip Balm Kit,Craft your own lip balms with this complete kit.,990b6c08-9057-422f-b0a1-6641188e6193,22.99,275,true,89,Games89,2,Old Spice Fresh Collection Fiji,52,DIY Crafts,Crafts,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
206,Basic V-Neck T-Shirt,A staple v-neck t-shirt that pairs well with anything.,28db1f21-eb59-4d74-b0f6-16edb4f0b7ad,19.99,329,false,89,Games89,4,Clopidogrel Bisulfate,11,T-Shirts,Clothing - Tops,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
236,Portable Bluetooth Speaker,Compact Bluetooth speaker with rich sound quality.,f2bfa5a0-5d23-44df-906d-9e579fe12325,49.99,263,true,89,Games89,21,ADVIL COLD AND SINUS,50,Wireless Speakers,Audio,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
289,Portable Camping Shower,Convenient shower system for camping and outdoor activities.,0481d823-9447-4620-a09a-18d2596c224a,39.99,257,false,89,Games89,47,DOXYCYCLINE,4,Camping Equipment,Outdoor,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
303,Peanut Butter Pretzel Nuggets,Crunchy pretzel nuggets filled with creamy peanut butter.,093db430-8f27-410e-9514-9da2958a024a,3.29,739,false,89,Games89,55,LOESTRIN 1.5/30,44,Candy,Food - Snacks,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
441,Herb Garden Planter Box,Elevated planter box for growing herbs or small plants easily.,a65e075d-892e-4163-965d-b3f31a80f1a1,49.99,910,false,89,Games89,57,Multi-Strain FluCare,54,Planters,Garden,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
476,Kids' Activity Book,Fun book filled with puzzles and games for kids.,cac13f10-dcb8-4eea-8b39-2a3a85fdb690,14.99,867,false,89,Games89,39,Extra Strength Pain Reliever,93,Children's Educational Books,Books,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
497,Personal Blender,Compact blender for quick smoothies and shakes.,31d57280-0281-47d0-ad4f-30aec0009407,39.99,958,false,89,Games89,62,FOSINOPRIL Na,50,Small Appliances,Kitchen,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
609,Almond Butter Cookies,Soft cookies made with almond butter,a63ee624-365d-4066-957e-0df4ffcc3986,4.49,46,false,89,Games89,82,Extra Strength Night Time Pain Medicine,33,Nut-Based Snacks,Food - Snacks,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
722,Classic Leather Wallet,A sleek leather wallet that combines style and functionality.,570dcf1d-7590-40c3-a11a-b1642743b4d2,34.99,210,true,89,Games89,48,DR. IASO UV TOTAL BASE SPF 46 PA,69,Wallets,Clothing - Accessories,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
785,Chocolate Fudge Ice Cream,Rich and creamy chocolate fudge ice cream for dessert.,fad63dd6-a412-4768-9a2f-49a4f77b60d4,5.99,721,true,89,Games89,63,SUPRAX,63,Ice Cream,Food - Frozen Desserts,Edgetag,216 Lyons Junction,158-584-4168,hwilloxo5@upenn.edu
919,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,f6fa2b39-a190-4a55-872b-09069a897eee,69.99,107,false,14,Garden14,46,Incontinence,38,Jackets,Clothing - Outerwear,Minyx,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
145,Electric Griddle with Lid,"Non-stick griddle for pancakes, burgers, and more.",65436cd7-87d9-4960-b533-437287220903,49.99,410,true,15,Garden15,29,Vitalizer Fluid,40,Cooking Appliances,Kitchen,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
234,Gardening Kneeler and Seat,Foldable kneeler that doubles as a seat for gardening convenience.,bc8b29e6-cc8f-480a-accb-f9c37510bb1a,39.99,568,true,15,Garden15,18,Business Elite Amenity,16,Garden Tools,Garden,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
297,Sustainable Wooden Toys,Eco-friendly toys for learning and imaginative play.,6a4e4d6e-2701-49dc-a245-ba21111ccf67,29.99,584,false,15,Garden15,20,Ready Foundation,21,Eco-Friendly Toys,Toys,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
322,Organic Quinoa Chips,"Light and crispy chips made from quinoa, ideal for dipping.",a314b88f-8f0c-4243-abe8-55583f411d80,3.99,443,false,15,Garden15,23,AMSure,33,Healthy Snacks,Food - Snacks,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
387,Teriyaki Sauce,Sweet and savory sauce for marinating and glazing meats or vegetables.,ce0e8483-cb1e-413d-8d87-d1bb24d83266,2.99,116,false,15,Garden15,35,Naftin,50,Asian Sauces,Food - Condiments,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
411,Kettle Corn Popcorn,"Sweet and salty kettle corn, perfect for snacking.",fbf9ade5-9f96-4373-90cc-912e39374412,2.99,247,true,15,Garden15,44,Acyclovir,4,Savory Snacks,Food - Snacks,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
623,Traditional Hummus,Creamy chickpea dip blended with tahini and garlic.,5c9a91c1-501c-4a3e-9df3-ecd6da3d3c8a,3.29,730,false,15,Garden15,47,Cataracts,7,Mediterranean Dips,Food - Dips,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
910,Peach Green Tea,"Refreshing green tea infused with peach, perfect for a hot day.",9dbbcb6e-57b3-4997-9133-8f438e4e16b2,3.49,30,true,15,Garden15,61,Folic Acid,66,Tea,Food - Beverages,Dabfeed,71 Stephen Park,124-493-2718,mgladingpi@ca.gov
853,Creamy Tomato Basil Soup,"Rich and creamy tomato basil soup, perfect with a grilled cheese.",b78aa63f-d960-4ffe-bf96-b4f2bfc06b57,3.29,207,true,96,Garden96,40,Ban,56,Soups & Broths,Food - Canned Goods,Izio,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
533,Pet Carrier Backpack,Comfortable and breathable backpack for carrying small pets.,f64e0ac9-3658-4200-8bb6-7c86ca999c26,39.99,365,true,97,Garden97,66,False Ragweed,25,Travel Accessories,Pets,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
639,USB Flash Drive,32GB USB flash drive with fast data transfer speeds.,703564a9-434a-43ed-b5fe-2b2dedca7897,9.99,264,false,97,Garden97,80,Lidocaine Hydrochloride,98,Storage Devices,Storage,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
689,Buffalo Sauce,Spicy buffalo sauce ideal for wings or dipping.,98857e28-4bf6-4358-8b5d-fbc53fe10ef2,2.99,182,false,97,Garden97,12,Prednisone,65,Spicy Sauces,Food - Condiments,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
735,Self-Watering Planter,Planter with self-watering feature for easy plant care.,dab4d0c7-e122-4a67-a8e0-de7c62a0446e,24.99,865,true,97,Garden97,63,Otoflam,16,Planters,Garden,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
824,Aged White Cheddar Popcorn,Light and fluffy popcorn coated in aged white cheddar.,e65875b2-21e5-4788-a1f7-d24eb3ab05fc,2.99,486,true,97,Garden97,24,Honeydew Melon,55,Gourmet Snacks,Food - Snacks,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
847,Buffalo Style Cauliflower Bites,"Frozen cauliflower bites coated in spicy buffalo sauce, ready to bake and enjoy as an appetizer.",cfb15362-e755-44c1-9e87-03ccb17fe512,5.49,470,true,97,Garden97,83,Compound Benzoin Tincture,1,Frozen Veggie Snacks,Food - Frozen Vegetables,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
911,Organic Honeycrisp Apples,"Sweet and crisp apples, perfect for snacking.",331f2571-5813-4663-8ab2-6429343087b0,1.99,577,false,97,Garden97,17,Nifediac CC,38,Apples,Food - Fruits,Wordify,9 Algoma Avenue,403-756-3770,mdelavaletteparisotno@instagram.com
976,Lentil Vegetable Stew,"Hearty stew made with lentils and mixed vegetables, vegan-friendly.",d84f6596-8c6d-4684-af70-18867beea967,4.49,879,false,80,Grocery80,12,Vanilla Cupcake Anti Bacterial Foaming Hand,54,Soups,Food - Canned Soups,Jayo,35 Merry Court,228-535-5159,blongsonr3@hao123.com
